Gsr-No Rem,6326983
Admin Ofcr 3,6356628
Teacher-Unex,6602842
Rsch Adm 4,6713624
Lect-Ay-1/9,6784902
Financial Svc Anl 2,6918953
Academic Coord II-Fy,6992173
Custodian,7114338
Admin Ofcr 2,7381214
Applications Progr 4,7971874
Blank Ast 2,7985310
Custodian Sr,8067870
Assoc Prof-Ay-B/E/E,8294966
Assoc Specialist,8365873
Assoc In __ -Ay-1/9-Gship,9628653
Head Coach 5,9710081
Lect-Ay,9792652
Applications Progr 3,10275823
Specialist,11438068
Lect-Ay-Continuing,12362954
Asst Prof-Ay-B/E/E,12932949
Stdt 2,14269585
Prof-Ay-Law,15076648
Asst Prof-Ay,15586291
Blank Ast 3,25925869
Gsr-Full Fee Rem,26590605
Assoc Prof-Ay,28541119
Teachg Asst-Gship,29415931
Postdoc-Employee,39780085
Prof-Ay-B/E/E,52401578
Prof-Ay,100729882
